"id","question_id","question","question_date","question_by","answer_date","answer"
"518","969","saya ingin bertanya siapakah pemenang resmi Calon Bupati dan Calon Wakil Bupati Kabupaten Maybrat yang sudah di putuskan MK pada hari ini apakah pasangan dengan nomor urut 1 atau nomor urut 2","08-06-2017","albertus antoh","09-06-2017","Yth. Sdr Albertus Antoh Terima kasih atas pertanyaannya. Untuk mengetahui Putusan Akhir Mahkamah Konstitusi atas perkara Nomor 10/PHP.BUP-XV/2017, yaitu perkara Perselisihan Hasil Pemilihan Kepala Daerah Kabupaten Maybrat, Saudara dapat membaca dan mempelajarinya di tautan berikut :http://www.mahkamahkonstitusi.go.id/public/content/persidangan/putusan/10_PHP.BUP-XV_2017.pdf Terima kasih."
"519","968","Assalamualaikum. sebelumnya maaf mengganggu waktunya bapakibu, saya dari UIN Syarif Kasim Riau, ingin bertanya berkenaan dengan kompetisi peradilan semu konstitusi tingkat nasional piala ketua mahkamah konstitusi 2017, apakah ketentuan dan pedoman penyelenggaran kegiatan tersebut sudah bisa di unduh","08-06-2017","JONI ALIZON","08-06-2017","Yth. Sdr. Joni Alizon Waalaikumsalam wr wb. Terima kasih atas pertanyaan yang Saudara ajukan. Untuk mengetahui segala informasi yang berkaitan dengan Kompetisi Peradilan Semu Piala Ketua Mahkamah Konstitusi, Saudara dapat mengunjungi laman berikut : http://mcckonstitusi.untar.ac.id/. Terima kasih."
"520","967","Kewenangan MK salah satunya adalah menguji uu terhadap UUDnah apakah ada kemungkinan terjadi MK akan menguji UUD itu sendiri","06-06-2017","santun","15-06-2017","Yth. Sdr. Santun, Dengan kewenangan konstitusional yang diberikan terbatas oleh UUD 1945, MK Indonesia tidak dapat menguji UUD itu sendiri. Adapun kewenangan yang dimiliki oleh MK sebagaimana dituangkan di dalam Pasal 24C UUD 1945 pada ayat (1) dan ayat (2) meliput: 1. menguji undang-undang terhadap Undang-Undang Dasar; 2. memutus sengketa kewenangan lembaga negara yang kewenangannya diberikan oleh Undang-Undang Dasar; 3. memutus pembubaran partai politik dan 4. memutus perselisihan tentang hasil pemilihan umum. Sedangkan kewajiban MK adalah memberikan putusan atas pendapat DPR mengenai dugaan pelanggaran hukum yang dilakukan oleh Presiden dan/atau Wakil Presiden menurut Undang-Undang Dasar. Namun demikian, sebagai tembahan wawasan, Mahkamah Agung di beberapa negara, misalnya India, dapat membatalkan perubahan UUD. Hal demikian dapat terjadi apabila perubahan UUD tersebut bertentangan dengan prinsip-prinsip dasar yang telah mereka sepakati yang disebut sebagai ""Basic Doctrine"". Terima kasih."
"521","966","Mau tanya untuk persidangan hasil PSU kabupaten tolikara kapan jadwalnya Trima ksh byk.","05-06-2017","Anthoni","06-06-2017","Yth. Sdr. Anthoni Terima kasih atas pertanyaanya. Untuk jadwal sidang, Saudara dapat terus memantaunya di laman MK, wwww.mahkamahkonstitusi.go.id Terima kasih."
"522","965","Mohon dapat diberikan no. email MK Trimakasih","05-06-2017","R. Murjiyanto","05-06-2017","Yth. Sdr. R. Murjiyanto Terima kasih atas pertanyanyaannya. Saudara dapat menghubungi MK melalui nomor telepon (021) 2352 9000 atau email di"
"523","964","assalamualaikum. sebelumnya maaf mengganggu waktunya bapakibu.saya dari HIMPUNAN MAHASISWA HUKUM TATA NEGARA UIN Malang akan mengedakan kegiatan forum Hukum Tata Negara (siyasyah) Seindonesia dengan tema PANCASILA sebagai benteng pertahanan NKRI dalam menghadapi gerakan radikalisme, insya allah akan diadakan pada bulan september 2017. mengingat kurangnya estimasi dana dari Pihak universitas maka kami harus mencari tambahan dana kegiatan.saya ingin bertanay,apakah kami bisa mengajukan proposal penrmohonan dana kepada pihaK MK RI agar dapat menyumbangkan sedikit dana dan sponsor bagi kegiatan kami.mohon tanggapannya.hormat kami.assalamualaikum","05-06-2017","HMJ HUKUM TATA NEGARA UIN MALANG","05-06-2017","Yth. HMJ Hukum Tata Negara UIN Malang Terima kasih atas pertanyaan Saudara. Saudara dapat mengajukan proposal kegiatan ke Mahkamah Konstitusi. Mahkamah Konstitusi kemudian akan melakukan verifikasi terhadap kegiatan Saudara dan akan diinformasikan lebih lanjut. Terima kasih "
"524","963","Perkenankan Saya adalah pengajar Mata Kuliah Hukum Acara Mahkamah Konstitusi di Universitas Bhayangkara, untuk lebih memahami tentang MK saya berkeinginan mengajak mahasiswa melakukan kunjungan ke MK untuk mendapatkan pemahaman tentang MK atau sekedar melihat acara persidangan, bagaimana mekanismenya apakah harus mengajukan permohonan atau ijin khusus TerimakasihSalamNina Z","04-06-2017","Nina Zainab","05-06-2017","Yth. Sdri. Nina Zainab Terima kasih atas pertanyaannya. Untuk mengunjungi Mahkamah Konstitusi dan Pusat Sejarah Konstitusi, Saudara dapat mengajukan Permohonan Kunjungan di menu ""Kunjungi MK"" di laman MK, www.mahkamahkonstitusi.go.id dengan melampirkan surat resmi Permohonan Kunjungan. Terhadap permohonan kunjungan tersebut, Mahkamah Konstitusi akan melakukan verifikasi dan akan menghubungi lebih lanjut. Terima kasih."
"525","962","Asalamualaikum BapakIbu. Salam sejahterah untuk kita semua.Perkenalkan, Nama saya Fahreza Ramdan seorang fresh graduate jurusan teknik informatika dari Universitas Komputer Indonesia dari Bandung. Dengan beberapa keahlian, yaitu dapat mengelola atau membuat Web application, dapat melakukan trouble shooting terhadap IT infrasturktur yang ada di gedung MK, dapat melakukan instalasi jaringan yang ada di gedung MK, serta keahliankeahlian lainnya yang menyangkut dengan teknologi IT. Saya bermaksud ingin melamar kerja di gedung MK. Apakah saat ini MK RI membuka lowongan kerja Terimakasih BapakIbu.","02-06-2017","fahreza ramdan","02-06-2017","Yth. Sdr. Fahreza Ramdan Terima kasih atas pertanyaan Saudara. Saat ini Mahkamah Konstitusi belum membuka lowongan kerja bagi tenaga IT. Jika dikemudian hari dibutuhkan tenaga kerja dengan kualifikasi tertentu akan diumumkan melalui website MK atau sarana pengumuman lainnya. Terima kasih."
"526","960","Mahkamah konstitusi dalam hukum acaranya tentang 4 kewenangan dan 1 kewajiban itu apa","31-05-2017","rizky masytha sari","06-06-2017","Selamat Pagi Sdr. Rizky Masytha Sari,  Terkait pertanyaan yang disampaikan, berikut hal yang dapat kami diskusikan:  Wewenang yang dimiliki oleh MK telah ditentukan dalam Pasal 24C UUD 1945 pada ayat (1) dan ayat (2) yang dirumuskan sebagai wewenang dan kewajiban. Wewenang tersebut meliputi: 1. menguji undang-undang terhadap Undang-Undang Dasar;2. memutus sengketa kewenangan lembaga negara yang kewenangannya diberikan oleh Undang-Undang Dasar;3. memutus pembubaran partai politik dan4. memutus perselisihan tentang hasil pemilihan umum. Sedangkan kewajiban MK adalah memberikan putusan atas pendapat DPR mengenai dugaan pelanggaran hukum yang dilakukan oleh Presiden dan/atau Wakil Presiden menurut Undang-Undang Dasar. Hukum Acara MK dimaksudkan sebagai hukum yang mengatur prosedur dan tata cara pelaksanaan wewenang yang dimiliki oleh MK. Ada juga yang menyebut dengan istilah lain, seperti Hukum Acara Peradilan Konstitusi, Hukum Acara Peradilan Tata Negara, dan lain-lain. Penggunaanistilah Hukum Acara Mahkamah Konstitusi dipilih karena memang terkait dengan perkara-perkara yang menjadi wewenang MK.Hukum Acara MK adalah hukum formil yang berfungsi untuk menegakkan hukum materiilnya, yaitu bagian dari hukum konstitusi yang menjadi wewenang MK. Hukum Acara MK dimaksudkan sebagai hukum acara yang berlaku secara umum dalam perkara-perkara yang menjadi wewenang MK serta hukum acara yang berlaku secara khusus untuk setiap wewenang dimaksud. Oleh karena itu Hukum Acara MK meliputi Hukum Acara Pengujian Undang-Undang, Hukum Acara Perselisihan Hasil Pemilihan Umum, Hukum Acara Sengketa Kewenangan Lembaga Negara, Hukum Acara Pembubaran Partai Politik, dan Hukum Acara Memutus Pendapat DPR mengenai Dugaan Pelanggaran Hukum Presiden dan/atau Wakil Presiden.  Demikian diskusinya. Atas perhatiannya saya ucapkan terima kasih.  Salam, P4TIK - MKRI"
"527","958","Setelah saya membaca mengenai berita tanggal 1 nov 2016 terkait MK Perjanjian Perkawinan dapat Dilakukan Selama Masa Perkawinan, yg ingin saya tanyakan, bagaimana makna pengesahan perjanjian kawin oleh notaris Jika seandainya perjanjian kawin itu dibuat dg akta notaril bagaiman cara pengesahannya Kalau pejanjian kawin itu dibuat dg akta bawah tangan saja, sesuai kewenangan notaris itu bisa disahkan yg disebut legalisasi.Bukan kah yg namanya pengesahan itu ada tanda tangan dari pejabat yg berwenang, lalu kalau sdah dibuat dg akta notaril, perlukan tandatangan pengesahan lagi dari notaria tersebutLalu jika pengesahan dilakukan oleh notaris, bagaimana pihak ketiga mengetahui adanya suatu perjanjian kawin apabila pihak ketiga tersangkut","31-05-2017","Fathma","20-07-2017","Sebelum menjawab pertanyaan saudara, maka perlu dijelaskan beberapa hal terlebih dahulu, khususnya yang berkenaan Pasal 29 ayat (1) UU No.1 tahun 1974 tentang Perkawinan. Bahwa dalam putusan nomor 69/PUU-XIII/2015 tanggal 27 Oktober 2016, Mahkamah telah memberi tafsir konstitusional Pasal 29 ayat (1) UU Perkawinan, dengan amar yang berbunyi sebagai berikut: (1) Pasal 29 ayat (1) Undang-Undang Nomor 1 Tahun 1974 tentang Perkawinan bertentangan dengan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 sepanjang tidak dimaknai : amp;ldquo;Pada waktu, sebelum dilangsungkan atau selama dalam ikatan perkawinan kedua belah pihak atas persetujuan bersama dapat mengajukan perjanjian tertulis yang disahkan oleh pegawai pencatat perkawinan atau notaris, setelah mana isinya berlaku juga terhadap pihak ketiga sepanjang pihak ketiga tersangkut.amp;rdquo; (2) Pasal 29 ayat (1) Undang-Undang Nomor 1 Tahun 1974 tentang Perkawinan tidak mempunyai kekuataan hukum mengikat sepanjang tidak dimaknai amp;ldquo;Pada waktu, sebelum dilangsungkan atau selama dalam ikatan perkawinan kedua belah pihak atas persetujuan bersama dapat mengajukan perjanjian tertulis yang disahkan oleh pegawai pencatat perkawinan atau notaris, setelah mana isinya berlaku juga terhadap pihak ketiga sepanjang pihak ketiga tersangkut. Berdasarkan putusan tersebut, terdapat perubahan yang signifikan berkenaan dengan perjanjian perkawinan yang diatur dalam Pasal 29 ayat (1) UU Perkawinan, yaitu: (1) Pembuatan perjanjian perkawinan dapat dibuat kapan saja baik sebelum, disaat, maupun selama dalam ikatan perkawinan. Dalam konteks ini, makna perjanjian perkawinan tidak lagi dimaknai hanya sebagai perjanjian yang dibuat sebelum perkawinan (prenuptial agreement) tetapi juga dibuat setelah perkawinan berlangsung (postnuptial agreement). Makna ini berbeda dengan rumusan frasa 29 ayat (1) UU Perkawinan sebelumnya, yang berbunyi: amp;ldquo;Pada waktu atau sebelum perkawinan dilangsungkan, kedua pihak atas persetujuan bersama dapat mengadakan perjanjian tertulis ....amp;rdquo; (2) Pengesahan perjanjian perkawinan tidak hanya dilakukan oleh pejabat pecatat perkawinan tetapi juga notaris. Dalam Pasal 29 ayat (1) UU Perkawinan sebelum putusan MK, hanya pegawai pencatat perkawinan yang berwenang mengesahkan perjanjian perkawinan, dengan rumusan yang berbunyi:... kedua belah pihak atas persetujuan bersama dapat mengajukan perjanjian tertulis yang disahkan oleh pegawai pencatat perkawinanamp;rdquo;. Dengan demikian, dapat dikatakan putusan Mahkamah Konstitusi telah memperluas makna. perjanjian perkawinan yang diatur dalam Pasal 29 ayat (1) UU Perkawinan. Sehubungan dengan pertanyaan tentang bagaimana pengesahan perjanjian perkawinan yang dibuat dengan akta notaris dan cara pengesahan akta perjanjian kawin di bawah tangan, kami sarankan anda mempelajari UU No.30 tahun 2004 tentang Jabatan Notaris sebagaimana telah diubah dengan UU No.2 tahun 2014 tentang Perubahan Atas Undang-Undang Nomor 30 Tahun 2004 tentang Jabatan Notaris atau bertanya kepada pihak yang terkait, karena secara subtantif dan teknis persoalan ini tidak berkaitan dengan kewenangan Mahkamah Konstitusi. Sekian dan terimakasih. "
"528","957","Yth. Mahkamah Konstitusi IndonesiaJika seseorang hendak menggugat Peraturan Kepala Badan Pengusahaan Batam dimanakah orang tersebut harus menggugat PTUN atau MKTerhormatHans","30-05-2017","Hans","07-07-2017","Yth. Sdr. Hans Mahkamah Konstitusi RI mempunyai 4 (empat) kewenangan dan 1 (satu) kewajiban sebagaimana diatur dalam UUD 1945.Mahkamah Konstitusi berwenang mengadili pada tingkat pertama dan terakhir yang putusannya bersifat final untuk:1. Menguji undang-undang terhadap Undang-Undang Dasar Negara Republik Indonesia Tahun 1945.2. Memutus Sengketa kewenangan lembaga negara yang kewenangannya diberikan oleh UUD Negara Republik Indonesia Tahun 1945.3. Memutus pembubaran partai politik, dan4. Memutus perselisihan tentang hasil pemilihan umum. Dengan demikian, selain empat kewenangan dan satu kewajiban tersebut, maka lembaga lain yang dapat memutuskan gugatan sebagaimana yang disebutkan Saudara. Terima kasih"
"529","955","mahkamah konstitusi dalam menguji undangundang terdapat dua cara yaitu hak uji formil dan hak uji materiil, bagaimana langkahlangkah MK dalam menguji undangudang berdasarkan kedua asas tersebut.","29-05-2017","alif","10-07-2017","Pengujian Formil (Formele Toetsingsrecht) Dasar hukum Pengujian Formil yaitu Pasal 51 ayat (3) huruf a UU Nomor 24 Tahun 2003 tentang Mahkamah Konstitusi sebagaimana telah diubah dengan UU Nomor 8 Tahun 2011 tentang Perubahan Atas UU No.24 Tahun 2003 tentang Mahkamah Konstitusi. Dalam ketentuan tersebut dijelaskan bahwa Pemohon wajib menguraikan dengan jelas bahwa pembentukan UU tidak memenuhi ketentuan berdasarkan UUD 1945. Dalam Pasal 1 angka 3 UU nomor 12 Tahun 2011 tentang Pembentukan Peraturan Perundang-undangan diatur bahwa : amp;ldquo;Undang-undang adalah Peraturan Perundang-undangan yang dibentuk oleh Dewan Perwakilan Rakyat dengan persetujuan bersama Presidenamp;rdquo;. Pengujian formil mengenai pembentukan UU tidak memenuhi ketentuan berdasarkan UUD 1945 telah diputus dalam Putusan Nomor 27/PUU-VII/2009 perkara pengujian formil UU Nomor 3 Tahun 2000 tentang Perubahan Atas UU Nomor 5 Tahun 2004 tentang Perubahan Atas UU Nomor 14 Tahun 1985 tentang Mahkamah Agung terhadap UUD 1945. Terdapat beberapa hal dalam putusan tersebut terkait pengujian formil, yaitu: 1) Dalam uji formil UU terhadap UUD 1945 yang menjadi ukuran adalah formalitas pembentukan UU, yang meliputi: Institusi atau lembaga yang mengusulkan dan membentuk UU; Prosedur persiapan sampai dengan pengesahan UU yang meliputi rencana dalam proglenas, amanat Presiden, tahap-tahap yang ditentukan dalam Tata Tertib DPR, serta kuorum DPR;dan Pengambilan keputusan, yaitu menyetujui secara aklamasi atau voting, atau tidak disetujui sama sekali. 2) Pengujian formil mempunyai karakteristik yang berbeda dengan pengujian materiil, oleh karenanya persyaratan legal standing yang telah diterapkan oleh Mahkamah Konstitusi dalam pengujian materiil tidak dapat diterapkan begitu saja untuk pengujian formil. Syarat legal standing dalam pengujian formil UU, yaitu bahwa Pemohon mempunyai hubungan pertautan langsung dengan UU yang dimohonkan. 3) Dalam hal cacat prosedural dalam pembentukan UU yang diajukan permohonan pengujian, namun demi asas kemanfaatan hukum, UU yang dimohonkan tersebut tetap berlaku. 4) Mahkamah memandang perlu untuk memberikan batasan waktu atau tenggat suatu Undang-Undang dapat diuji secara formil. Pertimbangan pembatasan tenggat ini diperlukan mengingat karakteristik dari pengujian formil berbeda dengan pengujian materiil. Untuk kepastian hukum, sebuah Undang-Undang perlu dapat lebih cepat diketahui statusnya apakah telah dibuat secara sah atau tidak, sebab pengujian secara formil akan menyebabkan Undang-Undang batal sejak awal. Mahkamah memandang bahwa tenggat 45 (empat puluh lima) hari setelah Undang-Undang dimuat dalam Lembaran Negara sebagai waktu yang cukup untuk mengajukan pengujian formil terhadap Undang-Undang;  Perkembangan pengujian formil dalam praktik menyebabkan kategori pengujian formil tidak hanya mencakup pengujian atas proses pembentukan UU. Dalam Pasal 5 UU No.12 Tahun 2011 tentang Pembentukan Peraturan Perundang-undangan, diatur asas-asas yang merupakan asas pembentukan peraturan perundang-undangan yang baik, sehingga merupakan alat untuk melakukan pengujian formal, yaitukejelasan tujuan, kelembagaan atau organ npembentuk yang tepat, kesesuaian antara jenis dan materi muatan, dapat dilaksanakan, kedayagunaan dan kehasilgunaan, kejelasan rumusan, dan keterbukaan.  Perkembangan pengujian formal mencakup pula pengujian atas hal-hal lain yang tidak termasuk pengujian materiil. Hal itu diatur dalam Pasal 4 ayat (3) Peraturan Mahkamah Konstitusi (PMK) Nomor 06/PMK/2005 yang berbunyi sebagai berikut: amp;ldquo;Pengujian formil adalah pengujian UU yang berkenaan dengan proses pembentukan UU dan hal-hal lain yang tidak termasuk pengujian materiil sebagaimana dimaksud pada ayat (2).  Permohonan pengujian formil dapat diajukan bersamaan dengan pengujian materiil. Contoh perkara yang mengajukan permohonan pengujian formal dan pengujian materiil sekaligus, dan dalam pengujian formalnya selain karena proses pembentukannya, juga karena UU yang diajukan permohonan mengandung cacat hukum karena dalam pembentukannya diduga telah terjadi tindak pidana penyuapan (walaupun kemudian dalam perbaikan permohonannya, Pemohon menarik dalil tersebut), adalah Putusan Perkara Nomor 009-014/PUU-III/2005 perihal Pengujian UU Nomor 30 Tahun 2004 tentang Jabatan Notaris terhadap UUD 1945.  Pengujian Materiil (Materiele Toetsingsrecht) Dasar hukum Pengujian Formil yaitu Pasal 51 ayat (3) huruf b UU Nomor 24 Tahun 2003 tentang Mahkamah Konstitusi sebagaimana telah diubah dengan UU Nomor 8 Tahun 2011 tentang Perubahan Atas UU No.24 Tahun 2003 tentang Mahkamah Konstitusi. Dalam ketentuan tersebut dijelaskan bahwa Pemohon wajib menguraikan dengan jelas bahwa materi muatan dalam ayat, pasal, dan/atau bagian UU dianggap bertentangan dengan UUD 1945. Pengujian Materiil diatur lebih lanjut dalam Pasal 4 ayat (2) Peraturan Mahkamah Konstitusi (PMK) Nomor 06/PMK/2005 yang berbunyi sebagai berikut: amp;ldquo;Pengujian materiil adalah pengujian UU yang berkenaan dengan materi muatan dalam ayat, pasal, dan/atau bagian UU dianggap bertentangan dengan UUD 1945. Dalam Pasal 51 ayat (3) huruf b UU Nomor 24 Tahun 2003 tentang Mahkamah Konstitusi sebagaimana telah diubah dengan UU Nomor 8 Tahun 2011 tentang Perubahan Atas UU No.24 Tahun 2003 diatur mengenai pengujian materil pada ayat, pasal, dan/atau bagian UU, dan dalam Pasal 57 UU MK juga diatur bahwa putusan Mahkamah Konstitusi menyatakan tentang ayat, pasal, dan/atau bagian UU, akan tetapi dalam hal salah satu pasal atau pasal-pasal tertetntu tersebut menyebabkan UU secara keseluruhan tidak dapat dilaksanakan karenanya, maka tidak hanya pada ayat, pasal, dan/atau bagian UU yang dinyatakan bertentangan dengan UUD, akan tetapi keseluruhan UU tersebut yang dinyatakan bertentangan dengan UUD. Contoh putusan berkaitan dengan hal tersebut adalah dalam Putusan Nomor 11/PUU-VII/2009 perihal Pengujian UU Nomor 20 Tahun 2003 tentang Sistem Pendidikan Nasional dan UU Nomor 9 Tahun 2009 tentang Badan Hukum Pendidikan serta pada Putusan perkara Nomor 01-021-022/PUU-I/2003 perihal Pengujian UU Nomor 20 Tahun 2002 tentang Ketenagalistrikan terhadap UUD 1945. "
